customer_id,unsub_date,re_engagement_date,user_tenure,num_logins_last_30_days,num_transactions_last_30_days,customer_segment,campaign_type,discount_offered,prev_winback_success,app_usage_time,winback_propensity_score,winback_success
c740c714-79e6-44fb-83a1-014c8348d5a8,2023-03-25,2023-11-19,1230,14,5,Low-Value,Email,24.98,0,383,0.856,1
509b30c8-1d9b-44f8-8fb1-6450d727d908,2023-06-07,2024-01-08,603,19,1,Medium-Value,Email,29.65,0,306,0.663,0
b5df54bd-db4e-4601-b249-9b4fea912bd3,2023-09-26,2023-03-16,132,3,3,Medium-Value,Push Notification,23.16,0,350,0.631,0
19a5b522-49cc-4baa-b33c-a21f08857042,2023-01-02,2023-09-12,37,27,3,Medium-Value,SMS,16.04,0,255,0.08,0
443989fc-5778-4f9c-bf02-ad1d902da6c5,2023-10-08,2023-03-06,420,22,4,Medium-Value,Push Notification,16.54,0,228,0.477,0
a57c9d2a-5a92-4ed1-aabf-a1ab1035a8b1,2023-07-04,2023-08-07,211,13,2,Medium-Value,Email,5.73,0,271,0.373,0
40505a6f-8d79-4114-995f-3adaae810d81,2023-07-19,2023-01-06,47,5,2,Low-Value,Push Notification,9.0,0,361,0.927,1
7c71a3a0-4f7a-4c01-acba-b472e2f975fe,2023-01-15,2023-09-10,249,16,4,Medium-Value,Push Notification,10.7,0,552,0.012,0
ae087819-7898-49d2-bedc-e22d8dd377a2,2023-08-22,2023-03-06,12,7,0,Medium-Value,SMS,29.76,0,426,0.603,0
7db6b182-ee88-4fb0-883e-f19c65a7f261,2023-02-09,2024-01-09,876,17,3,Low-Value,SMS,24.08,0,451,0.412,0
32949258-5dd2-4227-97b1-805e41c7bde1,2023-11-30,2023-12-17,109,17,3,Low-Value,Push Notification,8.54,0,289,0.805,1
a9df7b33-2dc6-4355-bf90-ab541ae64f20,2023-04-07,2023-02-24,396,10,7,Medium-Value,Push Notification,17.46,0,246,0.834,1
97d3a20d-972b-4ba8-9efe-256ab9096cb4,2023-10-05,2023-04-21,136,20,3,Medium-Value,Push Notification,10.34,0,79,0.464,0
513daf78-2293-4f77-bef2-76682571e8a7,2023-01-08,2023-06-06,267,19,2,Low-Value,SMS,12.44,0,240,0.16,0
b40a7c5f-55fa-4941-a303-4384012b5c0b,2023-07-19,2023-02-20,288,19,2,Low-Value,Email,20.11,0,162,0.204,0
16720233-e597-4ba7-bb9b-8be093e1ec63,2023-04-07,2023-02-17,74,15,1,Medium-Value,Email,19.98,0,376,0.724,0
ec0d4b4a-b0f9-467c-ae66-9a9d8b240dd0,2023-09-02,2023-04-08,1274,7,1,Medium-Value,Email,26.8,0,280,0.823,1
f4a3c5f4-c3d9-4f61-95f5-cfeb399c59a4,2023-06-23,2023-04-23,544,19,3,High-Value,Push Notification,9.11,0,168,0.367,0
9ea93d53-4727-4e45-aa6a-f2d6117d3aac,2023-02-28,2023-12-25,1023,13,2,Medium-Value,Email,17.44,0,354,0.366,0
67b6a93e-7a67-4151-9732-37a67afe54d7,2023-08-02,,822,8,3,Low-Value,Email,19.97,0,331,0.168,0
ee39dc2d-cd11-43ad-927a-fe510411c926,2023-07-14,2023-02-26,332,21,6,Medium-Value,Email,28.26,0,186,0.657,0
4ef0e640-a723-4d73-bedb-7ad4a631dd5c,2023-04-17,2023-03-30,930,25,2,High-Value,Email,17.91,0,451,0.12,0
183f6654-483e-46ee-af7e-e4fd39b63666,2023-10-24,,33,14,3,High-Value,Email,13.52,0,224,0.703,0
38b3337a-66e4-4e6e-b2d2-3f4f2c4b9f94,2023-06-02,2023-08-21,79,25,2,Medium-Value,Push Notification,12.3,0,359,0.598,0
24afc9c9-1205-4124-923f-60c7189d0e39,2023-07-21,2023-12-23,16,15,3,Medium-Value,Push Notification,10.4,0,287,0.811,1
135b7b6f-7d72-4c6a-8dad-6f00f07b8bfb,2023-05-04,2023-10-24,143,13,1,Medium-Value,SMS,29.06,0,464,0.599,0
294abe03-bced-4b78-a8e3-9e288be43609,2023-07-07,2023-05-31,179,11,1,Low-Value,Email,20.07,0,392,0.207,0
c252080e-377c-4383-951a-5bf2a5484ab1,2023-07-26,2023-04-05,115,23,1,Low-Value,Email,12.59,0,190,0.579,0
2534630e-5e13-4283-90a1-0e39f2a588de,2023-05-25,2023-03-09,644,11,1,High-Value,Email,23.63,0,481,0.905,1
2037ea2d-9081-4377-8bb5-4190d8e84741,2023-02-04,2023-06-01,161,18,3,Low-Value,Email,12.23,0,173,0.792,1
fe0f8edb-a626-4eb5-82f9-862b1378e1ba,2023-07-05,2023-01-12,120,12,6,High-Value,Email,17.6,0,194,0.171,0
f109c189-9ad1-481e-8092-f3b0946efcac,2023-05-06,2023-01-02,285,12,5,Medium-Value,Email,5.65,0,462,0.093,0
a543e200-0e38-4f6a-91fc-1c21b30d8aab,2023-01-15,,55,20,3,Low-Value,Push Notification,26.16,0,297,0.959,1
a220d505-85bb-4a62-aca2-a05b57a82d9a,2023-01-10,2023-02-12,591,13,3,High-Value,Email,28.91,0,331,0.746,0
7680b93e-b64e-45e8-b5f8-6da2d3e01ca3,2023-06-23,2023-12-09,28,12,4,High-Value,Email,26.64,0,342,0.827,1
ab48b64a-8dfd-48b5-80ee-971178300063,2023-11-02,2023-09-22,1581,20,2,Medium-Value,Push Notification,9.28,0,192,0.9,1
8e2da723-465a-43f8-82e8-0fe86aea5a14,2023-09-18,2023-08-18,540,22,3,Low-Value,Push Notification,25.63,0,488,0.467,0
f724cbd6-6b53-40d6-81ab-3ffeb91d3f90,2023-03-11,2023-12-31,80,18,5,High-Value,Email,13.68,1,519,0.874,1
3eaeebfe-6549-4212-960d-e3312ea900b0,2023-09-22,2023-10-14,2,11,6,Medium-Value,SMS,28.41,0,113,0.131,0
11e73f28-a81a-4e5c-96bd-4c49e48a9509,2023-10-24,2023-11-11,616,12,1,Medium-Value,Email,12.48,0,255,0.339,0
dc61d2c0-d3b8-4156-b92d-8158108fa7eb,2023-11-20,,447,15,4,Medium-Value,Email,7.24,0,367,0.341,0
350479f1-b5d7-4bf1-a91b-163fb010dafb,2023-01-20,2023-10-27,476,16,3,High-Value,Email,26.32,0,288,0.036,0
4fb6399f-518b-47ab-bb94-3584e8fcd80e,2023-09-11,2023-02-16,538,10,4,High-Value,Email,7.92,0,245,0.187,0
a4f21ca6-d350-4289-b3d7-ece5e79f95e6,2023-04-18,2023-04-17,28,18,2,Medium-Value,Email,18.54,0,356,0.729,0
99a250b5-454a-4eba-9776-021f685b5705,2023-09-22,,162,15,5,Medium-Value,Push Notification,14.4,0,365,0.463,0
a7506bce-3cf5-4f33-867b-dbb2d0452546,2023-07-11,2023-11-23,44,6,1,Low-Value,SMS,23.92,0,469,0.597,0
f52af657-fbde-4b00-a7f8-d74c237eff5e,2023-01-08,2023-12-21,725,10,4,High-Value,Email,23.72,0,126,0.615,0
84904e39-4749-4025-8ff1-92808ca90fcd,2023-12-04,2023-11-17,356,12,5,Medium-Value,Email,24.4,0,199,0.211,0
eb9b6067-107f-4650-88dd-c93539d2887c,2023-08-26,,146,14,1,Medium-Value,SMS,6.58,0,224,0.927,1
d6d22b7d-a228-4170-80e5-8448e638ee54,2023-04-24,2023-06-29,23,24,1,Medium-Value,Email,26.46,0,539,0.14,0
8dc5bbe4-41c0-499b-93d1-cd76ea73b52b,2023-12-11,2023-08-27,135,16,4,Medium-Value,Email,16.66,0,450,0.003,0
31aa9a86-d6b5-4410-99ae-4730ad59d9f2,2023-09-20,2024-01-18,143,10,1,Low-Value,Email,10.48,1,327,0.264,0
1344e7fc-a40e-4017-9db5-0c493af6207a,2023-06-19,,477,16,4,Low-Value,Email,12.47,0,291,0.507,0
26871a14-6b2f-4b81-a932-cf9d3005abbb,2023-05-16,2023-06-16,370,13,3,Medium-Value,Email,27.57,0,344,0.168,0
00c45af6-4708-4384-9566-7d28d9c2c3e3,2023-04-17,2023-02-14,796,16,4,Low-Value,Push Notification,5.15,0,417,0.773,1
1bebdfa2-65f0-409b-b94b-3ff1cca40d79,2023-01-22,2023-05-08,233,17,5,Low-Value,Email,25.04,0,274,0.21,0
15b9d377-d442-4512-8ac1-8b7d4ce3a94b,2023-11-10,2023-03-19,46,21,4,Low-Value,SMS,28.1,0,327,0.954,1
2b3319ef-ad8b-4514-851c-3ffd9da78a5c,2023-11-26,2023-12-28,455,14,3,Low-Value,Email,11.25,0,266,0.71,0
eaf60659-b821-4349-8acf-331fcfc0cf2e,2023-04-22,2023-01-31,522,23,5,Medium-Value,Push Notification,25.55,0,160,0.855,1
f8eb7bba-969f-4dbe-a9a2-6b1e9f836bf1,2023-04-09,2023-10-27,300,19,6,Medium-Value,Email,9.03,0,121,0.548,0
5f4d8c32-a05a-405e-9066-cf4c6497af8a,2023-08-09,2023-04-22,537,11,4,Low-Value,Email,,0,230,0.553,0
8e251dba-9cf9-441c-ae36-c1a996711b66,2023-04-02,2024-01-21,248,26,2,Medium-Value,Email,20.11,0,262,0.975,1
069623f0-5647-4501-aa59-a05e31aa1ff4,2023-01-28,2023-06-02,269,16,1,Medium-Value,SMS,21.16,0,343,0.117,0
cdb323e7-95ef-4733-8783-afa5d40091aa,2023-01-24,2023-08-25,203,10,1,Medium-Value,Push Notification,8.75,0,326,0.581,0
968094bb-d6b6-4e1c-8a93-3ab071fd83d7,2023-11-23,2023-07-19,9,23,1,Low-Value,Email,17.81,0,160,0.068,0
76fb414b-0af7-4f29-b8bf-fddc4037c750,2023-08-08,2023-03-01,41,25,2,Medium-Value,SMS,14.64,0,300,0.99,1
50f299ff-a668-480b-a814-910cb92e284a,2023-01-15,2024-01-30,11,14,2,Medium-Value,Push Notification,6.91,0,245,0.631,0
9a8812c8-d0f1-4680-9f62-b3387a234a59,2023-07-16,2023-09-11,369,12,3,Medium-Value,SMS,17.69,0,275,0.083,0
95781799-c3bb-4849-b149-33afc3108ea1,2023-07-13,2023-12-21,137,14,5,High-Value,Push Notification,19.63,0,308,0.286,0
6663b81c-a62f-4a14-a5b2-879a510584c0,2023-07-10,2023-02-08,259,18,4,High-Value,Email,,0,428,0.891,1
363bf333-05af-4454-9c23-99fb91304f9e,2023-07-25,2024-01-06,869,21,2,Low-Value,Push Notification,23.49,0,253,0.082,0
1ab9ef47-2a48-4e59-aef9-f799978ab9c9,2023-01-11,2023-11-01,104,17,4,Low-Value,SMS,6.82,0,467,0.274,0
008336c3-8463-480a-90fc-81403f194d4f,2023-12-30,2023-08-18,192,15,3,Low-Value,Email,18.77,0,169,0.505,0
fadf602f-dc44-4ed7-b912-9c44675624eb,2023-08-29,2023-05-12,514,22,1,Medium-Value,Push Notification,12.58,0,212,0.983,1
e95e885f-0b15-415e-a757-8fe1c32cfffe,2023-12-18,2023-03-12,94,13,2,Medium-Value,Email,15.9,0,290,0.208,0
c503ea69-67fe-45c1-becb-5bb2560f84e7,2023-11-29,2023-09-25,29,20,1,Low-Value,Email,27.34,0,183,0.792,1
a7bec005-fe55-4e9c-b4ff-cbff9a8ec056,2023-03-14,2023-10-06,124,13,3,Low-Value,Email,21.75,0,168,0.343,0
7ef54d85-119f-4158-a4eb-c0c69a9c3e8e,2023-08-26,2023-04-13,64,17,4,Low-Value,Email,,1,307,0.009,0
e34b5cdd-31bd-4798-9929-57511ae9572f,2023-04-30,2023-01-22,969,14,7,Medium-Value,Push Notification,27.16,0,167,0.782,1
d376023b-2a52-4a1c-854d-96ef47033799,2023-07-07,2023-05-17,602,14,4,Medium-Value,Email,14.32,0,204,0.49,0
c8b9ab81-b9ee-4aa3-9869-d3d88ee0e6a1,2023-01-03,2023-11-28,366,13,2,Low-Value,Email,13.53,0,291,0.48,0
11a9d29b-e460-4869-8866-380e44c839f2,2023-09-02,,748,21,2,Medium-Value,Push Notification,17.54,0,470,0.674,0
2df8efcc-e83f-4e70-b826-d6dcad425af4,2023-04-28,2023-09-11,594,11,3,Medium-Value,SMS,10.13,0,280,0.651,0
186f8d9b-30e3-4cc4-8c3d-26ebd38530bc,2023-04-05,2023-08-24,75,11,3,Low-Value,Email,27.86,0,313,0.656,0
983d656e-d5fd-4b65-84fe-43dccc5073f3,2023-03-13,2023-10-29,814,25,1,Low-Value,Email,16.7,0,185,0.326,0
0e5c3e4f-7468-40a4-945d-01539ecc058f,2023-10-15,2023-09-29,282,19,3,Medium-Value,Email,14.85,0,195,0.58,0
c7ee9436-0a55-44d6-b57f-ad6857105411,2023-08-06,2023-12-01,601,3,3,Medium-Value,Email,9.27,0,70,0.878,1
a67b4451-5e19-4a6d-9d83-df657d7549e3,2023-04-02,2023-07-13,826,12,3,Low-Value,Push Notification,25.07,1,201,0.893,1
ff6c4c6a-1f9d-4e94-8110-67b63faeca02,2023-11-05,2023-07-21,139,5,3,Medium-Value,SMS,28.82,0,376,0.405,0
42df0f88-da52-4b5c-b7cc-80ac7145c62d,2023-12-07,2023-10-05,42,10,3,Low-Value,Push Notification,26.74,0,242,0.233,0
98220826-b771-4e95-97b0-471eebfddaaa,2023-10-17,2023-11-10,94,1,5,Low-Value,Email,9.04,0,315,0.075,0
339cbdd7-e305-4073-bf2b-c48ba04fd468,2023-05-11,,203,14,3,Low-Value,Push Notification,23.79,0,322,0.858,1
33609383-455d-410b-82b2-ded5106f52f8,2023-05-15,2023-03-30,621,9,2,Medium-Value,Email,10.1,0,373,0.165,0
b8f58454-c766-4f3a-8867-d4953aaa6289,2023-04-12,2023-05-23,719,15,4,High-Value,Email,5.97,0,465,0.317,0
9d1c4a11-f768-4776-920a-da584cc227af,2023-06-11,2023-10-26,2,6,3,High-Value,Push Notification,17.11,0,360,0.812,1
05877133-5771-4199-9843-d81f5c814180,2023-03-14,2023-05-14,260,15,1,Medium-Value,Email,21.76,0,276,0.783,1
ddd1660e-6cb0-4dd4-bb29-f2a20b2a9fe6,2023-02-27,2023-02-22,197,12,1,Medium-Value,Email,8.11,0,379,0.434,0
3dde0e80-5277-41b1-84a4-5a7781dcde06,2023-04-28,2023-01-18,91,22,4,Medium-Value,Email,20.14,0,330,0.694,0
19751011-91bd-42d4-b3b5-2caddb99f5c3,2023-10-28,2023-01-03,46,22,3,Medium-Value,SMS,26.09,1,76,0.239,0
e3997d75-63ee-4e70-b7c1-8ba16e94179b,2023-03-03,2024-01-21,150,18,2,Medium-Value,Email,10.23,0,180,0.93,1
e37af5e6-99cb-4b9c-8fe2-7b9ac3ef5605,2023-04-18,2024-01-25,1045,13,5,Medium-Value,Email,15.69,0,277,0.952,1
d1f65e40-3c69-47da-ba31-92a8c8821343,2023-07-07,2023-06-24,142,24,7,Medium-Value,Email,17.47,0,241,0.942,1
9d855f6b-cd04-425f-b192-86b75362cde1,2023-05-27,2023-05-01,266,7,1,High-Value,Email,25.78,1,287,0.623,0
6430584b-1991-4ba7-b49b-fe0c5c8461ed,2023-10-22,2023-09-01,443,7,4,Low-Value,Push Notification,,0,57,0.071,0
9bd82c6c-79a7-4439-8a2c-459bcc7214d0,2023-07-13,2023-03-25,164,14,2,Medium-Value,SMS,24.23,0,384,0.613,0
22b6267b-7654-4e04-b751-4ba5ad0e6b59,2023-12-19,2023-09-30,1302,26,3,High-Value,Email,21.98,0,294,0.422,0
663d1a40-f8f0-4b01-97fd-794682c1d070,2023-12-22,,1197,13,2,High-Value,Push Notification,20.44,0,421,0.395,0
2a50f23d-141a-460e-9239-0fe3889df4f7,2023-06-17,2023-01-27,105,14,0,High-Value,Email,17.72,0,302,0.028,0
52056dff-3d89-4bd9-b902-24629a0eaa36,2023-05-25,2023-02-01,250,7,3,Medium-Value,Email,14.24,0,320,0.874,1
b2175a64-aa9c-40c4-be03-c9bfce8ed001,2023-12-31,,130,19,4,Medium-Value,Email,17.83,0,196,0.858,1
f38f81c6-0872-46f6-8554-36552d841055,2023-01-17,2023-08-23,122,19,0,Low-Value,Email,26.34,0,179,0.324,0
9ffde673-44b7-43db-b34a-ac573ddc66b1,2023-09-09,,13,18,0,Medium-Value,SMS,19.26,0,313,0.978,1
ec0196d4-905b-42aa-a506-dc8ccc308d00,2023-05-23,2023-05-24,343,11,1,Low-Value,Email,29.64,0,300,0.136,0
7277abde-4bf8-4849-8ecf-d13c8b765b32,2023-04-08,2023-12-29,254,11,3,Low-Value,Push Notification,8.56,0,135,0.835,1
0897603d-a504-4689-9555-d11346392886,2023-02-25,2023-08-23,19,8,1,Medium-Value,SMS,16.03,0,394,0.622,0
b56ad7e8-ad55-4ae5-b476-7c916182caa5,2023-03-16,2023-04-07,119,15,2,Medium-Value,Email,10.01,0,304,0.486,0
2e67b330-053f-40d3-98a0-84b3d9eada90,2023-12-24,2023-10-30,871,9,5,Medium-Value,Email,14.13,0,249,0.963,1
ba83eb47-d69d-436d-81e3-363b8d0c3231,2023-03-15,2023-04-19,99,9,3,Low-Value,Email,24.74,0,213,0.583,0
0fc155e7-7541-4e7d-9fbc-d81a8f51ec2d,2023-07-11,2023-04-28,57,12,5,High-Value,Email,25.62,0,375,0.834,1
60a916fb-5476-4418-8fb9-167549523bb5,2023-06-26,2023-01-17,245,12,3,Medium-Value,Push Notification,5.79,0,230,0.232,0
15f13d08-37d0-4aae-a1d4-73ff1e5108e1,2023-02-11,2023-04-11,1549,12,5,Low-Value,SMS,28.83,0,323,0.032,0
5c83e19f-9bc4-49f1-9223-71628e38c26c,2023-07-28,2023-07-15,101,17,4,Medium-Value,Push Notification,26.8,0,283,0.211,0
607f23bc-9864-456f-96ee-cd3f99fb69e6,2023-10-27,2023-10-06,407,15,7,Medium-Value,Email,27.62,0,246,0.988,1
e108286d-7f7b-4fee-bf98-a60d8fca9c3d,2023-03-13,2023-06-13,523,13,2,Medium-Value,Email,14.42,0,170,0.561,0
625bd147-cb92-4b2d-908a-cfc69d58fa5e,2023-02-25,2023-04-07,99,15,4,Medium-Value,Push Notification,17.42,0,430,0.842,1
a7a0595e-b715-4d31-b615-63e7ad1f30b1,2023-03-17,2023-06-17,475,10,2,Medium-Value,SMS,9.21,0,199,0.685,0
085fa047-3476-43d7-b8b4-e784870d2ccd,2023-01-15,2023-06-05,167,15,3,Medium-Value,Push Notification,14.92,0,213,0.154,0
90b730ec-8921-4732-80c9-a7d6d003535f,2023-06-05,,365,15,2,Medium-Value,Email,8.15,0,433,0.114,0
fdcc7f33-55fb-43c9-9add-b2fe510ce466,2023-03-02,2023-02-19,366,7,1,Medium-Value,Email,26.58,0,289,0.485,0
a62c0667-484e-4915-822c-7627a68cd1ce,2023-07-25,2023-09-05,280,19,8,Low-Value,SMS,19.53,0,331,0.942,1
d892d334-6ec9-417c-90c3-d5d620daa115,2023-03-05,2023-07-13,34,10,2,High-Value,Email,8.4,0,451,0.133,0
652e1dfe-5d75-402a-8625-94d1c2d9bc55,2023-02-12,2023-04-16,658,15,1,High-Value,Email,26.98,0,448,0.502,0
68076f48-e069-43f8-be71-e9614584ee5c,2023-06-13,2023-06-09,141,20,5,Medium-Value,Push Notification,7.01,0,245,0.76,0
8d6f6fbd-3d6e-43f5-97f6-97a892f2c400,2023-05-29,,75,19,3,Low-Value,Email,28.17,0,415,0.079,0
341c0a17-361c-4a7a-9a11-09b3c6119e40,2023-04-27,,15,15,1,Medium-Value,Email,7.64,0,139,0.407,0
10547ae6-aea5-49c3-9dcb-918d3372fb19,2023-12-09,2023-10-24,326,13,1,Medium-Value,Email,22.95,0,124,0.536,0
478e3d48-a9b3-49d0-b642-bbac17580e4f,2023-07-25,2023-12-08,413,19,3,Low-Value,SMS,21.13,0,304,0.11,0
3ed6929a-de6d-4008-a549-ab33a76700e6,2023-09-29,2023-12-14,6,18,5,Low-Value,Email,,0,291,0.656,0
5df717f8-7669-47fe-88ff-bd7b02dd47f0,2023-01-11,2023-02-04,261,11,1,Medium-Value,SMS,19.12,0,364,0.739,0
cdc8a2bd-00f4-4378-94c7-bc845cc46296,2023-11-07,2024-01-14,93,11,1,Medium-Value,Email,13.75,0,354,0.639,0
8ee949c2-9b70-4361-8051-d694091051a4,2023-06-20,,378,4,4,Low-Value,SMS,11.86,0,369,0.074,0
1da1487d-d97a-43fe-8e62-8cd0785fe6a2,2023-01-24,2023-03-06,69,15,5,Medium-Value,SMS,28.64,0,460,0.007,0
b5bc6c2c-d5ec-4a4f-8b4d-bc041e162411,2023-11-10,,428,14,5,Medium-Value,Push Notification,16.03,0,496,0.799,1
51bffb68-6a12-4fb4-a2bd-dedbf89eb6e6,2023-09-12,2023-10-06,178,20,6,Low-Value,Push Notification,26.05,0,387,0.49,0
5dc6cbc5-6c9f-47ad-95bb-3b19730ae241,2023-11-18,2023-05-05,1007,16,4,Medium-Value,Email,23.08,0,297,0.565,0
0728ce3a-73d0-45fc-ace6-4d8de8083abc,2023-01-13,2023-12-07,53,21,0,High-Value,Email,21.4,0,279,0.907,1
3316199c-a51d-4ef5-9b9a-33e22c6343d1,2023-08-04,2023-07-14,152,11,2,High-Value,Push Notification,29.27,0,298,0.559,0
6a8becb3-7101-41ee-a6d7-191a575dd58c,2023-12-27,2023-10-14,43,20,3,Low-Value,SMS,19.14,0,242,0.254,0
0a69824e-f626-4f23-807a-c6746361d98b,2023-03-26,,943,12,5,High-Value,Push Notification,,0,392,0.448,0
1f5c4747-e416-4115-b709-3e33e4b2c979,2023-10-13,2023-04-18,765,18,1,Low-Value,Email,26.24,0,404,0.485,0
40ceabf8-376a-463b-8857-b022bfb84286,2023-06-26,2023-10-05,108,7,4,Medium-Value,Email,6.15,0,236,0.682,0
8ed916a9-e8bb-4cb8-b922-bbd6bd7ffdd5,2023-01-22,2023-08-15,393,16,3,Medium-Value,SMS,29.91,0,283,0.352,0
15987568-b7f7-43b8-ad3c-d883494548e4,2023-04-28,2023-08-12,620,5,3,Medium-Value,Email,11.55,1,123,0.84,1
487e349e-b850-448a-bc82-a26fdc99c4d9,2023-04-04,2023-03-22,295,13,7,Medium-Value,Email,22.56,0,290,0.536,0
cadfe38a-6d2e-410d-a687-769795f79c71,2023-12-30,2023-12-05,275,17,5,High-Value,Email,28.84,0,303,0.546,0
f0d3c37e-2bb5-4c09-82ed-a18b716112f6,2023-10-17,2024-01-17,101,12,1,High-Value,Email,24.08,0,189,0.76,0
d671600b-1638-4a7f-ad78-5d5d94bf87e5,2023-11-22,,35,9,3,Medium-Value,Email,10.74,1,247,0.082,0
2d080a13-a059-4b90-825c-a47f35806695,2023-03-24,2023-01-22,830,19,5,Medium-Value,SMS,14.06,0,184,0.888,1
fcffb2be-806c-430a-8002-ac29f687ca62,2023-05-28,,841,14,5,Medium-Value,SMS,15.35,0,142,0.194,0
345c5e75-4db8-4748-84cc-9081da12e73f,2023-05-03,2023-04-01,365,12,6,High-Value,Push Notification,19.66,1,448,0.333,0
dd7febcd-1f72-4662-a96f-423938979921,2023-08-07,2023-10-21,151,15,2,Medium-Value,Push Notification,20.07,0,142,0.092,0
